Transaction Set ID,Transaction Set Control Number,Transaction Set Purpose Code,Reference ID,Report Creation Date,Report Type Code,Report Start Date,Report End Date,Distributor Name,Distributor Identification Code Qualifier,Distributor Identification Code,Product Transfer Type Code,,.1,Reference ID Qualifier,Contract Number,Ship To Name,Ship To Identification Code Qualifier,Ship To Identification Code,Address Information,Address Information.1,City Name,State or Province Code,Postal Code,Quantity Qualifier,Quantity,UOM,Assigned Identification,Product/Service ID Qualifier1,Product/Service ID1,Product/Service ID Qualifier2,Product/Service ID2,Product/Service ID Qualifier3,Product/Service ID3,UOM.1,Unit Price,Basis of Unit Price Code,Amount Qualifier Code,Monetary Amount,Item Description Type,.2,Description,Number of Line Items,Number of Included Segments,Manufacturer Name
,,,7119904,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,183000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010202,PI,4259891,MG,010202,EA,313.34,WH,1,313.34,F,,ZENPEP 15000U 100 DR,,,
,,,7119986,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,123000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120035,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,118000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120057,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,120000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,1828.2,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7120112,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,113000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120125,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,109000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914001460,PI,4357547,MG,01460,EA,29.89,WH,1,29.89,F,,AQUADEKS 60,,,
,,,7120188,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,145000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,7,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,3686.9,F,,ZENPEP 25000U 100 DR,,,
,,,7120196,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,THRIFTWAY HYLAN BOULEVARD DRUG,11,BT5876923,2728 HYLAN BOULEVARD,,STATEN ISLAND,NY,103060000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7120267,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,105000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7120333,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,139000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,216.95,F,,ZENPEP 10000U 100 DR,,,
,,,7120347,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,115000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7120358,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,110000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120370,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,116000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120557,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,126000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,869.44,F,,RECTIV 0.4% 30GM,,,
,,,7120582,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,140000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,434.72,F,,RECTIV 0.4% 30GM,,,
,,,7120685,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BROOKDALERX INC.,11,BB9177266,1275 LINDEN BLVD.,,BROOKLYN,NY,112120000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7120907,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,112000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120909,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,120000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7120910,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,120000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914001106,PI,3922101,MG,58914,EA,30.19,WH,1,60.38,F,,AQUADEKS 60 SFG,,,
,,,7120912,,,,,,,,SS,,,DI,00008573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BROOKDALE RX INC - 340B SHIP,11,BB9177266,1275 LINDEN BLVD,,BROOKLYN,NY,112120000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7120941,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,100000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,7120982,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,123000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7120998,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,185000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7121022,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,115000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7121105,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,106000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7121134,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,104000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7121145,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,100000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7121166,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KMART OF PA LP 4825-REDKEY,11,BK6565103,1 MILLBROOK PLAZA,,MILL HALL,PA,177510000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7121172,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,VALLEY PHARMACY,11,AV6907096,ROUTE 93,,SUGARLOAF,PA,182490000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,7121230,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,117000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,433.9,F,,ZENPEP 10000U 100 DR,,,
,,,7121249,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,110000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7121265,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,109000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7121278,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,117000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,7121327,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,117000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,7121370,,,,,,,,SS,,,DI,00010312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"TAP RX, LLC EDI",11,FT0197649,111 EXECUTIVE BLVD,,FARMINGDALE,NY,117350000,,,,,,,,,,,,,,,,,,,,,
,6940004,,,,,,,,,,,,,,,,,,,,,,,32,35,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,4414.2,F,,CARAFATE 1GM/10ML 414ML,460,4954,
867,6940005,00,2014100401070754006,20141004,SS,20140927,20141003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOSTON,11,RD0108200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0666767,,,,,,,,RU,,,DI,00010312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GUARDIAN PHARMACY OF MAINE LLC,11,FG0347737,"3 BUSINESS PARKWAY, SUITE 2",,BRUNSWICK,ME,040110000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0667021,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,021000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-569.53,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0667755,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,063000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-410.11,WH,1,-820.22,F,,RECTIV 0.4% 30GM,,,
,,,0669353,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,019000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-410.11,WH,1,-410.11,F,,RECTIV 0.4% 30GM,,,
,,,0669555,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,028000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-569.53,WH,1,-1139.06,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0669676,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,028000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-109.67,WH,1,-109.67,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0670175,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,014000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,-609.4,WH,1,-609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0670298,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,023000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,12,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-5107.56,F,,ZENPEP 20000U 100 DR,,,
,,,0670418,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,COMMUNITY PHCY OF BUCKSPORT,11,FC2220375,75 MAIN ST PO BOX 2018,,BUCKSPORT,ME,044160000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,-126.12,WH,1,-126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0670952,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,023000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-526.7,F,,ZENPEP 25000U 100 DR,,,
,,,0671046,,,,,,,,RU,,,DI,00013228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FAIRLAWN REHABILITATION HOSP,11,AF1205017,189 MAY STREET,,WORCESTER,MA,016020000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010002,PI,4259875,MG,010002,EA,-109.75,WH,1,-109.75,F,,ZENPEP 5000U 100 DR,,,
,,,0671897,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,019000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,42865010102,PI,4259883,MG,010102,EA,-216.95,WH,1,-433.9,F,,ZENPEP 10000U 100 DR,,,
,,,0672217,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,017000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,,,
,,,0672237,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,020000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,,,
,,,0672314,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,025000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,5,EA,,N4,42865010502,PI,4525796,MG,010503,EA,-526.7,WH,1,-2633.5,F,,ZENPEP 25000U 100 DR,,,
,,,0672325,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,021000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-410.11,WH,1,-410.11,F,,RECTIV 0.4% 30GM,,,
,,,0672339,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,033000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,-434.72,WH,1,-434.72,F,,RECTIV 0.4% 30GM,,,
,,,0672659,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,037000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010002,PI,4259875,MG,010002,EA,-109.75,WH,1,-109.75,F,,ZENPEP 5000U 100 DR,,,
,,,0672757,,,,,,,,RU,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,HANNAFORD DRUG #8161,11,BM7847239,1127 NORTH AVENUE,,BURLINGTON,VT,054010000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,-709.16,WH,1,-709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0673105,,,,,,,,RU,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,012000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,2,EA,,N4,42865010202,PI,4259891,MG,010202,EA,-313.34,WH,1,-626.68,F,,ZENPEP 15000U 100 DR,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,,,
,,,,,,,,,,,,,,,,,,,,,,,,76,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,-425.63,WH,1,-425.63,F,,ZENPEP 20000U 100 DR,,,
,,,4504299,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,028000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,4504389,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,018000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,4505661,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,069000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,4505855,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,024000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914030180,PI,4768198,MG,030180,EA,410.11,WH,1,820.22,F,,RECTIV 0.4% 30GM,,,
,,,4506167,,,,,,,,SS,,,DI,00010310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,SUFFOLK COUNTY SHERIFF'S DEPT,11,BS4245191,200 NASHUA ST,,BOSTON,MA,021140000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,433.9,F,,ZENPEP 10000U 100 DR,,,
,,,4506488,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,HARRIS DRUG STORE,11,AH1083586,"10 PRITHAM AVENUE, PO BOX 530",,GREENVILLE,ME,044410000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,109.67,WH,1,219.34,F,,CARAFATE 1GM/10ML 414ML,,,
